Scenario,Site ID,Product Group,Tank Product,Daily Volume (gal),Monthly Volume (gal 30 day),Daily Volume(b),Monthyl Volume (30 day b),Terminal,Freight Cost (30 days),Product Cost (30 days),Total Cost (30 days),Latitude,Longitude,Assigned Carrier,Home TCN,Home Terminal ,New TCN,New Terminal,Change?,Combo Terminal,Home Terminal City,New Terminal City,City Change?,City Change,Primary Terminal Miles,New Terminal Miles,Miles Diff,Primary Terminal Drivetime,New Terminal Drivetime,Drivetime Diff,Primary Freight Rate,New Freight Rate,Combo Freight Rate,Freight Rate Diff,Freight Rate Change?,Freight Rate Decrease?,Primary Terminal Freight Spend per Day,New Terminal Freight Spend per Day,Projected Freight Spend Change per Day,Primary Supply Rate,New Supply Rate,Combo Supply Rate,Supply Rate Diff,Supply Rate Change?,Supply Rate Decrease?,Primary Terminal Supply Spend per Day,New Terminal Supply Spend per Day,Projected Supply Spend Change per Day,Regular TCN,Premium Diff from Regular,New Premium TCN,New Premium Terminal,Total Cost (Regular + Premium Same TCN),Brand
Today,40235,Regular,GAS,4957,148710,118,3541,T-23-PA-1734SunPA,3583.911,8513.6475,12097.5585,40.0018,-75.2264,Regular,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,12.5,12.5,0,21,21,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,119.4637,119.4637,0,0.0573,0.0573,0.05725-->0.05725,0,FALSE,FALSE,283.7883,283.7883,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,12097.55851,Sunoco
Today,40235,Premium,GAS,113,3390,3,81,T-23-PA-1734SunPA,81.699,389.0025,470.7015,40.0018,-75.2264,Premium,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,12.5,12.5,0,21,21,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,2.7233,2.7233,0,0.1148,0.1148,0.11475-->0.11475,0,FALSE,FALSE,12.9668,12.9668,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,470.7015001,Sunoco
Today,40235,Diesel,DSL,244,7320,6,174,T-23-PA-1734SunPA,203.496,198.0792,401.5752,40.0018,-75.2264,Diesel,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,12.5,12.5,0,21,21,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,6.7832,6.7832,0,0.0271,0.0271,0.02706-->0.02706,0,FALSE,FALSE,6.6026,6.6026,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,401.5751952,Sunoco
Today,40246,Regular,GAS,3488,104640,83,2491,T-23-PA-1722SunPA,2249.7601,4087.2384,6336.9985,40.0637,-75.4603,Regular,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,4.099999905,4.099999905,0,6,6,0,0.0215,0.0215,0.022-->0.022,0,FALSE,FALSE,74.992,74.992,0,0.0391,0.0391,0.03906-->0.03906,0,FALSE,FALSE,136.2413,136.2413,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,6336.998476,Sunoco
Today,40246,Premium,GAS,584,17520,14,417,T-23-PA-1722SunPA,376.68,1978.5336,2355.2136,40.0637,-75.4603,Premium,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,4.099999905,4.099999905,0,6,6,0,0.0215,0.0215,0.022-->0.022,0,FALSE,FALSE,12.556,12.556,0,0.1129,0.1129,0.11293-->0.11293,0,FALSE,FALSE,65.9511,65.9511,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,2355.213613,Sunoco
Today,40279,Regular,GAS,3140,94200,75,2243,T-23-PA-1722SunPA,2270.22,3679.452,5949.672,40.09,-75.3708,Regular,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,11.10000038,11.10000038,0,15,15,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,75.674,75.674,0,0.0391,0.0391,0.03906-->0.03906,0,FALSE,FALSE,122.6484,122.6484,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,5949.672004,Sunoco
Today,40279,Premium,GAS,1066,31980,25,761,T-23-PA-1722SunPA,770.718,3611.5014,4382.2194,40.09,-75.3708,Premium,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,11.10000038,11.10000038,0,15,15,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,25.6906,25.6906,0,0.1129,0.1129,0.11293-->0.11293,0,FALSE,FALSE,120.3834,120.3834,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,4382.219401,Sunoco
Today,40279,Diesel,DSL,216,6480,5,154,T-23-PA-1746SunPA,243,136.4688,379.4688,40.09,-75.3708,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,29.89999962,29.89999962,0,34,34,0,0.0325,0.0325,0.032-->0.032,0,FALSE,FALSE,8.1,8.1,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,4.549,4.549,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,379.4688097,Sunoco
Today,40286,Regular,GAS,4191,125730,100,2994,T-23-PA-1746SunPA,4450.8419,2484.4248,6935.2667,40.1219,-75.7767,Regular,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,31,31,0,40,40,0,0.0354,0.0354,0.035-->0.035,0,FALSE,FALSE,148.3614,148.3614,0,0.0198,0.0198,0.01976-->0.01976,0,FALSE,FALSE,82.8142,82.8142,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,6935.266733,Sunoco
Today,40286,Premium,GAS,1008,30240,24,720,T-52-MD-1574SunPA,1176.336,2753.6544,3929.9904,40.1219,-75.7767,Premium,T-52-MD-1574SunPA,Wilmington DE ETMT ,T-52-MD-1574SunPA,Wilmington DE ETMT ,FALSE,Wilmington DE ETMT -->Wilmington DE ETMT ,Wilmington,Wilmington,FALSE,Wilmington-->Wilmington,38.4,38.4,0,52,52,0,0.0389,0.0389,0.039-->0.039,0,FALSE,FALSE,39.2112,39.2112,0,0.0911,0.0911,0.09106-->0.09106,0,FALSE,FALSE,91.7885,91.7885,0,T-23-PA-1746SunPA,TRUE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,1070.495984,Sunoco
Today,40286,Diesel,DSL,119,3570,3,85,T-23-PA-1746SunPA,147.084,75.1842,222.2682,40.1219,-75.7767,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,31,31,0,40,40,0,0.0354,0.0354,0.035-->0.035,0,FALSE,FALSE,4.9028,4.9028,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,2.5061,2.5061,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,222.2682028,Sunoco
Today,40287,Regular,GAS,3522,105660,84,2516,T-23-PA-1722SunPA,2409.048,4127.0796,6536.1276,40.0833,-75.4397,Regular,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,8.300000191,8.300000191,0,11,11,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,80.3016,80.3016,0,0.0391,0.0391,0.03906-->0.03906,0,FALSE,FALSE,137.5693,137.5693,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,6536.127641,Sunoco
Today,40287,Premium,GAS,488,14640,12,349,T-23-PA-1722SunPA,333.792,1653.2952,1987.0872,40.0833,-75.4397,Premium,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,8.300000191,8.300000191,0,11,11,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,11.1264,11.1264,0,0.1129,0.1129,0.11293-->0.11293,0,FALSE,FALSE,55.1098,55.1098,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,1987.087206,Sunoco
Today,40287,Diesel,DSL,624,18720,15,446,T-23-PA-1746SunPA,702,394.2432,1096.2432,40.0833,-75.4397,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,29.89999962,29.89999962,0,35,35,0,0.0325,0.0325,0.032-->0.032,0,FALSE,FALSE,23.4,23.4,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,13.1414,13.1414,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,1096.243228,Sunoco
Today,40306,Regular,GAS,3657,109710,87,2612,T-23-PA-1746SunPA,3565.5749,2167.8696,5733.4445,39.7839,-75.8772,Regular,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,29.10000038,29.10000038,0,37,37,0,0.0325,0.0325,0.032-->0.032,0,FALSE,FALSE,118.8525,118.8525,0,0.0198,0.0198,0.01976-->0.01976,0,FALSE,FALSE,72.2623,72.2623,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,5733.444469,Sunoco
Today,40306,Premium,GAS,1521,45630,36,1086,T-52-MD-1574SunPA,1332.396,4155.0678,5487.4638,39.7839,-75.8772,Premium,T-52-MD-1574SunPA,Wilmington DE ETMT ,T-52-MD-1574SunPA,Wilmington DE ETMT ,FALSE,Wilmington DE ETMT -->Wilmington DE ETMT ,Wilmington,Wilmington,FALSE,Wilmington-->Wilmington,23.8,23.8,0,33,33,0,0.0292,0.0292,0.029-->0.029,0,FALSE,FALSE,44.4132,44.4132,0,0.0911,0.0911,0.09106-->0.09106,0,FALSE,FALSE,138.5023,138.5023,0,T-23-PA-1746SunPA,TRUE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,1482.974946,Sunoco
Today,40306,Diesel,DSL,26,780,1,19,T-23-PA-1746SunPA,29.25,16.4268,45.6768,39.7839,-75.8772,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,29.10000038,29.10000038,0,37,37,0,0.0325,0.0325,0.032-->0.032,0,FALSE,FALSE,0.975,0.975,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,0.5476,0.5476,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,45.67680116,Sunoco
Today,40308,Regular,GAS,3136,94080,75,2240,T-23-PA-1746SunPA,3057.5999,1859.0208,4916.6207,39.8101,-75.7521,Regular,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,25.39999962,25.39999962,0,33,33,0,0.0325,0.0325,0.032-->0.032,0,FALSE,FALSE,101.92,101.92,0,0.0198,0.0198,0.01976-->0.01976,0,FALSE,FALSE,61.9674,61.9674,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,4916.620688,Sunoco
Today,40308,Premium,GAS,208,6240,5,149,T-52-MD-1574SunPA,165.36,568.2144,733.5744,39.8101,-75.7521,Premium,T-52-MD-1574SunPA,Wilmington DE ETMT ,T-52-MD-1574SunPA,Wilmington DE ETMT ,FALSE,Wilmington DE ETMT -->Wilmington DE ETMT ,Wilmington,Wilmington,FALSE,Wilmington-->Wilmington,16.9,16.9,0,24,24,0,0.0265,0.0265,0.026-->0.026,0,FALSE,FALSE,5.512,5.512,0,0.0911,0.0911,0.09106-->0.09106,0,FALSE,FALSE,18.9405,18.9405,0,T-23-PA-1746SunPA,TRUE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,202.7999926,Sunoco
Today,40308,Diesel,DSL,182,5460,4,130,T-23-PA-1746SunPA,204.75,114.9876,319.7376,39.8101,-75.7521,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,25.39999962,25.39999962,0,33,33,0,0.0325,0.0325,0.032-->0.032,0,FALSE,FALSE,6.825,6.825,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,3.8329,3.8329,0,T-23-PA-1746SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,319.7376081,Sunoco
Today,40317,Regular,GAS,4268,128040,102,3049,T-23-PA-1722SunPA,3085.764,5001.2424,8087.0064,40.0337,-75.7641,Regular,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,14.69999981,14.69999981,0,19,19,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,102.8588,102.8588,0,0.0391,0.0391,0.03906-->0.03906,0,FALSE,FALSE,166.7081,166.7081,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,8087.006405,Sunoco
Today,40317,Premium,GAS,492,14760,12,351,T-23-PA-1722SunPA,355.716,1666.8468,2022.5628,40.0337,-75.7641,Premium,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,14.69999981,14.69999981,0,19,19,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,11.8572,11.8572,0,0.1129,0.1129,0.11293-->0.11293,0,FALSE,FALSE,55.5616,55.5616,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,2022.562801,Sunoco
Today,40317,Diesel,DSL,2820,84600,67,2014,T-23-PA-1746SunPA,3172.5001,1781.676,4954.1761,40.0337,-75.7641,Diesel,T-23-PA-1746SunPA,Twin Oaks PA ETMT,T-23-PA-1746SunPA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,27.29999924,27.29999924,0,36,36,0,0.0325,0.0325,0.032-->0.032,0,FALSE,FALSE,105.75,105.75,0,0.0211,0.0211,0.02106-->0.02106,0,FALSE,FALSE,59.3892,59.3892,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1746SunPA,Twin Oaks PA ETMT,4954.176126,Sunoco
Today,40457,Regular,GAS,4293,128790,102,3066,T-23-PA-1734SunPA,3103.839,7373.2275,10477.0665,40.0086,-75.1938,Regular,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,10.69999981,10.69999981,0,22,22,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,103.4613,103.4613,0,0.0573,0.0573,0.05725-->0.05725,0,FALSE,FALSE,245.7743,245.7743,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,10477.0665,Sunoco
Today,40457,Premium,GAS,384,11520,9,274,T-23-PA-1734SunPA,277.632,1321.92,1599.552,40.0086,-75.1938,Premium,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,10.69999981,10.69999981,0,22,22,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,9.2544,9.2544,0,0.1148,0.1148,0.11475-->0.11475,0,FALSE,FALSE,44.064,44.064,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,1599.552,Sunoco
Today,40457,Diesel,DSL,125,3750,3,89,T-23-PA-1734SunPA,104.25,101.475,205.725,40.0086,-75.1938,Diesel,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,10.69999981,10.69999981,0,22,22,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,3.475,3.475,0,0.0271,0.0271,0.02706-->0.02706,0,FALSE,FALSE,3.3825,3.3825,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,205.7249975,Sunoco
Today,40460,Regular,GAS,2773,83190,66,1981,T-23-PA-1734SunPA,1896.732,4762.6275,6659.3595,39.9559,-75.2142,Regular,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,6.599999905,6.599999905,0,18,18,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,63.2244,63.2244,0,0.0573,0.0573,0.05725-->0.05725,0,FALSE,FALSE,158.7543,158.7543,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,6659.359532,Sunoco
Today,40460,Premium,GAS,934,28020,22,667,T-23-PA-1734SunPA,638.856,3215.295,3854.151,39.9559,-75.2142,Premium,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,6.599999905,6.599999905,0,18,18,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,21.2952,21.2952,0,0.1148,0.1148,0.11475-->0.11475,0,FALSE,FALSE,107.1765,107.1765,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,3854.151011,Sunoco
Today,40460,Diesel,DSL,3638,109140,87,2599,T-23-PA-1734SunPA,2881.296,2953.3284,5834.6244,39.9559,-75.2142,Diesel,T-23-PA-1734SunPA,Philadelphia PA ETMT,T-23-PA-1734SunPA,Philadelphia PA ETMT,FALSE,Philadelphia PA ETMT-->Philadelphia PA ETMT,Philadelphia,Philadelphia,FALSE,Philadelphia-->Philadelphia,6.599999905,6.599999905,0,18,18,0,0.0228,0.0228,0.023-->0.023,0,FALSE,FALSE,96.0432,96.0432,0,0.0271,0.0271,0.02706-->0.02706,0,FALSE,FALSE,98.4443,98.4443,0,T-23-PA-1734SunPA,FALSE,T-23-PA-1734SunPA,Philadelphia PA ETMT,5834.624384,Sunoco
Today,40474,Regular,GAS,6158,184740,147,4399,T-23-PA-1722SunPA,4452.234,7215.9444,11668.1784,40.0261,-75.3281,Regular,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,10.60000038,10.60000038,0,16,16,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,148.4078,148.4078,0,0.0391,0.0391,0.03906-->0.03906,0,FALSE,FALSE,240.5315,240.5315,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,11668.17841,Sunoco
Today,40474,Premium,GAS,2055,61650,49,1468,T-23-PA-1722SunPA,1485.765,6962.1345,8447.8995,40.0261,-75.3281,Premium,T-23-PA-1722SunPA,Malvern PA ETMT,T-23-PA-1722SunPA,Malvern PA ETMT,FALSE,Malvern PA ETMT-->Malvern PA ETMT,Malvern,Malvern,FALSE,Malvern-->Malvern,10.60000038,10.60000038,0,16,16,0,0.0241,0.0241,0.024-->0.024,0,FALSE,FALSE,49.5255,49.5255,0,0.1129,0.1129,0.11293-->0.11293,0,FALSE,FALSE,232.0712,232.0712,0,T-23-PA-1722SunPA,FALSE,T-23-PA-1722SunPA,Malvern PA ETMT,8447.899502,Sunoco
Fully Optimal,11291,Regular,GAS,587,17610,14,419,T-23-PA-1746711PA,466.665,347.9736,814.6386,39.7138,-75.6123,Regular,T-23-PA-1746711PA,Twin Oaks PA ETMT,T-23-PA-1746711PA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,16.39999962,16.39999962,0,19,19,0,0.0265,0.0265,0.026-->0.026,0,FALSE,FALSE,15.5555,15.5555,0,0.0198,0.0198,0.01976-->0.01976,0,FALSE,FALSE,11.5991,11.5991,0,T-23-PA-1746711PA,FALSE,T-23-PA-1746711PA,Twin Oaks PA ETMT,814.6385945,7-Eleven
Fully Optimal,11291,Premium,GAS,120,3600,3,86,T-23-PA-1746711PA,95.4,71.136,166.536,39.7138,-75.6123,Premium,T-23-PA-1746711PA,Twin Oaks PA ETMT,T-23-PA-1746711PA,Twin Oaks PA ETMT,FALSE,Twin Oaks PA ETMT-->Twin Oaks PA ETMT,Twin,Twin,FALSE,Twin-->Twin,16.39999962,16.39999962,0,19,19,0,0.0265,0.0265,0.026-->0.026,0,FALSE,FALSE,3.18,3.18,0,0.0198,0.0198,0.01976-->0.01976,0,FALSE,FALSE,2.3712,2.3712,0,T-23-PA-1746711PA,FALSE,T-23-PA-1746711PA,Twin Oaks PA ETMT,166.5359989,7-Eleven
Fully Optimal,20435,Regular,GAS,2212,66360,53,1580,T-23-PA-1746711PA,2349.144,1311.2736,3660.4176,40.1597,-75.2143,Regular,T-23-PA-1734711PA,Philadelphia PA ETMT,T-23-PA-1746711PA,Twin Oaks PA ETMT,TRUE,Philadelphia PA ETMT-->Twin Oaks PA ETMT,Philadelphia,Twin,TRUE,Philadelphia-->Twin,37,34.29999924,-2.700000763,48,41,-7,0.0389,0.0354,0.039-->0.035,-0.0035,TRUE,TRUE,86.0468,78.3048,-7.742,0.0573,0.0198,0.05725-->0.01976,-0.0375,TRUE,TRUE,126.637,43.7091,-82.9279,T-23-PA-1746711PA,FALSE,T-23-PA-1746711PA,Twin Oaks PA ETMT,3660.417565,7-Eleven
Fully Optimal,20435,Premium,GAS,478,14340,11,341,T-23-PA-1746711PA,507.636,283.3584,790.9944,40.1597,-75.2143,Premium,T-23-PA-1734711PA,Philadelphia PA ETMT,T-23-PA-1746711PA,Twin Oaks PA ETMT,TRUE,Philadelphia PA ETMT-->Twin Oaks PA ETMT,Philadelphia,Twin,TRUE,Philadelphia-->Twin,37,34.29999924,-2.700000763,48,41,-7,0.0389,0.0354,0.039-->0.035,-0.0035,TRUE,TRUE,18.5942,16.9212,-1.673,0.0338,0.0198,0.03375-->0.01976,-0.014,TRUE,TRUE,16.1325,9.4453,-6.6872,T-23-PA-1746711PA,FALSE,T-23-PA-1746711PA,Twin Oaks PA ETMT,790.9943924,7-Eleven
Fully Optimal,24555,Regular,GAS,773,23190,18,552,T-23-PA-1746711PA,973.98,458.2344,1432.2144,40.2452,-75.2397,Regular,T-23-PA-1734711PA,Philadelphia PA ETMT,T-23-PA-1746711PA,Twin Oaks PA ETMT,TRUE,Philadelphia PA ETMT-->Twin Oaks PA ETMT,Philadelphia,Twin,TRUE,Philadelphia-->Twin,43.5,40.90000153,-2.599998474,55,48,-7,0.042,0.042,0.042-->0.042,0,FALSE,FALSE,32.466,32.466,0,0.0573,0.0198,0.05725-->0.01976,-0.0375,TRUE,TRUE,44.2542,15.2745,-28.9798,T-23-PA-1746711PA,FALSE,T-23-PA-1746711PA,Twin Oaks PA ETMT,1432.214387,7-Eleven
Fully Optimal,24555,Premium,GAS,89,2670,2,64,T-23-PA-1746711PA,112.14,52.7592,164.8992,40.2452,-75.2397,Premium,T-23-PA-1734711PA,Philadelphia PA ETMT,T-23-PA-1746711PA,Twin Oaks PA ETMT,TRUE,Philadelphia PA ETMT-->Twin Oaks PA ETMT,Philadelphia,Twin,TRUE,Philadelphia-->Twin,43.5,40.90000153,-2.599998474,55,48,-7,0.042,0.042,0.042-->0.042,0,FALSE,FALSE,3.738,3.738,0,0.0338,0.0198,0.03375-->0.01976,-0.014,TRUE,TRUE,3.0038,1.7586,-1.2451,T-23-PA-1746711PA,FALSE,T-23-PA-1746711PA,Twin Oaks PA ETMT,164.8991985,7-Eleven
Fully Optimal,30390,Regular,GAS,2150,64500,51,1536,T-23-PA-1746711PA,2096.2499,1274.52,3370.7699,40.0419,-75.476,Regular,T-23-PA-1734711PA,Philadelphia PA ETMT,T-23-PA-1746711PA,Twin Oaks PA ETMT,TRUE,Philadelphia PA ETMT-->Twin Oaks PA ETMT,Philadelphia,Twin,TRUE,Philadelphia-->Twin,29,26.39999962,-2.600000381,39,32,-7,0.0325,0.0325,0.032-->0.032,0,FALSE,FALSE,69.875,69.875,0,0.0573,0.0198,0.05725-->0.01976,-0.0375,TRUE,TRUE,123.0875,42.484,-80.6035,T-23-PA-1746711PA,FALSE,T-23-PA-1746711PA,Twin Oaks PA ETMT,3370.769923,7-Eleven
